Name,Survived,Boarded,Class,MWC,Age,Adut_or_Chld,Sex,Paid,Ticket_No,Boat_or_Body,Job,Class_Dept,Class_Full
"TAYLOR, Mr William Henry",Alive,Southampton,Crew,Man,27,Adult,Male,,,15,Fireman,Engineering Crew,E
"TAYLOR, Mr William John",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"TAYLOR, Mrs Juliet Cummins",Alive,Southampton,1,Woman,49,Adult,Female,52,19996,5,,1st Class Passenger,1
"TENGLIN, Mr Gunnar Isidor",Alive,Southampton,3,Man,25,Adult,Male,7.79583333,350033,13,,3rd Class Passenger,3
"TERRELL, Mr Bertram",Dead,Southampton,Crew,Man,18,Adult,Male,,,,Seaman,Deck Crew,D
"TERRELL, Mr Frank",Alive,Southampton,Crew,Man,27,Adult,Male,,,11,Assistant Saloon Steward,Victualling Crew,V
"TESTONI, Sig. Ercole",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Assistant Glass Man,Restaurant Staff,R
"TEUTON, Mr Thomas Moore",Dead,Southampton,Crew,Man,32,Adult,Male,,,[226],Saloon Steward,Victualling Crew,V
"THALER, Mr Montague Donald",Dead,Southampton,Crew,Man,17,Adult,Male,,,,Steward (3rd Class),Victualling Crew,V
"THAYER, Mr John Borland",Dead,Cherbourg,1,Man,49,Adult,Male,110.883333,17421,,Businessman,1st Class Passenger,1
"THAYER, Mr John Borland jr",Alive,Cherbourg,1,Man,17,Adult,Male,110.883333,17421,B,Scholar,1st Class Passenger,1
"THAYER, Mrs Marian Longstreth",Alive,Cherbourg,1,Woman,39,Adult,Female,110.883333,17421,4,,1st Class Passenger,1
"THEISSINGER, Mr Alfred",Alive,Southampton,Crew,Man,46,Adult,Male,,,,Bed Room Steward,Victualling Crew,V
"THEOBALD, Mr Thomas Leonard",Dead,Southampton,3,Man,34,Adult,Male,8.05,363294,[176],Groom,3rd Class Passenger,3
"THOMAS, Mr Albert Charles",Alive,Southampton,Crew,Man,23,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"THOMAS, Mr Benjamin James",Alive,Belfast,Crew,Man,30,Adult,Male,,,15,Saloon Steward,Victualling Crew,V
"THOMAS, Mr Joseph Wakefield",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Fireman,Engineering Crew,E
"THOMAS/TANNOUS, Mr John",Dead,Cherbourg,3,Man,34,Adult,Male,6.4375,2681,,Dealer,3rd Class Passenger,3
"THOMAS/TANNOUS, Mr Tannous",Dead,Cherbourg,3,Man,16,Adult,Male,7.225,2684,,Scholar,3rd Class Passenger,3
"THOMPSON, Mr Alexander Morrison",Dead,Southampton,3,Man,36,Adult,Male,8.05,32302,,Mason,3rd Class Passenger,3
"THOMPSON, Mr Herbert Henry",Dead,Belfast,Crew,Man,25,Adult,Male,,,,2nd (Assistant) Storekeeper,Victualling Crew,V
"THOMPSON, Mr John William",Alive,Southampton,Crew,Man,35,Adult,Male,,,A,Fireman,Engineering Crew,E
"THORLEY, Mr William",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Cook,Victualling Crew,V
"THORN, Mr Harry",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Assistant Ship's Cook,Victualling Crew,V
"THORNE, Miss Gertrude Maybelle",Alive,Cherbourg,1,Woman,38,Adult,Female,80,17585,D,,1st Class Passenger,1
"THORNEYCROFT, Mr Percival",Dead,Southampton,3,Man,36,Adult,Male,16.1,376564,,General Labourer,3rd Class Passenger,3
"THORNEYCROFT, Mrs Florence Kate",Alive,Southampton,3,Woman,32,Adult,Female,16.1,376564,10,,3rd Class Passenger,3
"THRELFALL, Mr Thomas",Alive,Southampton,Crew,Man,44,Adult,Male,,,,Leading Fireman,Engineering Crew,E
"THRESHER, Mr George Terrill",Alive,Southampton,Crew,Man,25,Adult,Male,,,9,Fireman,Engineering Crew,E
"TIETZ, Sig. Carlo/Karl",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Kitchen Porter,Restaurant Staff,R
"TIKKANEN, Mr Juho",Dead,Southampton,3,Man,32,Adult,Male,7.925,3101293,,General Labourer,3rd Class Passenger,3
"TIZARD, Mr Arthur Leopold",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Fireman,Engineering Crew,E
"TOBIN, Mr Roger",Dead,Queenstown,3,Man,20,Adult,Male,7.75,383121,,Farmer,3rd Class Passenger,3
"TODOROFF, Mr Lalio",Dead,Southampton,3,Man,23,Adult,Male,7.89583333,349216,,General Labourer,3rd Class Passenger,3
"TOMLIN, Mr Ernest Portage",Dead,Southampton,3,Man,22,Adult,Male,8.05,364499,[50],Scholar,3rd Class Passenger,3
"TOMS, Mr Fred",Alive,Belfast,Crew,Man,29,Adult,Male,,,15,Saloon Steward,Victualling Crew,V
"TOOMEY, Miss Ellen Mary",Alive,Southampton,2,Woman,48,Adult,Female,10.5,13531,9,Servant,2nd Class Passenger,2
"TOPP, Mr Thomas",Dead,Southampton,Crew,Man,28,Adult,Male,,,,2nd Butcher,Victualling Crew,V
"ToRBER, Mr Ernst Wilhelm",Dead,Southampton,3,Man,41,Adult,Male,8.05,364511,,Florist,3rd Class Passenger,3
"TORFA, Mr Assad",Dead,Cherbourg,3,Man,20,Adult,Male,7.22916667,2673,,Farm Labourer,3rd Class Passenger,3
"ToRNQUIST, Mr William Henry",Alive,Southampton,3,Man,25,Adult,Male,0,370160,15,Seaman,3rd Class Passenger,3
"TOSHACK, Mr James Adamson",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"TOTEVSKI, Mr Hristo Danchev",Dead,Southampton,3,Man,25,Adult,Male,7.89583333,349203,,General Labourer,3rd Class Passenger,3
"TU'MAH, Master Georges Youssef (George Thomas)",Alive,Cherbourg,3,Child,8,Child,Male,15.245,,C,,,3
"TU'MAH, Miss Maria Youssef (Mary Thomas)",Alive,Cherbourg,3,Child,9,Child,Female,15.245,,C,,,3
"TOUMA, Mrs Hanna Youssef",Alive,Cherbourg,3,Woman,27,Adult,Female,15.2458333,2650,C,,3rd Class Passenger,3
"TOZER, Mr James",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Greaser,Engineering Crew,E
"TRIGGS, Mr Robert",Alive,Southampton,Crew,Man,40,Adult,Male,,,3,Fireman,Engineering Crew,E
"TROUPIANSKY, Mr Moses Aaron",Dead,Southampton,2,Man,23,Adult,Male,13,233639,,Shop Assistant,2nd Class Passenger,2
"TROUT, Mrs Jessie Laird",Alive,Southampton,2,Woman,28,Adult,Female,12.65,,9,,,2
"TROUTT, Miss Edwina Celia",Alive,Southampton,2,Woman,27,Adult,Female,10.5,34218,16,,2nd Class Passenger,2
"TUCKER, Mr Gilbert Milligan jr",Alive,Cherbourg,1,Man,31,Adult,Male,28.5375,2543,7,,1st Class Passenger,1
"TURCIN, Mr Stjepan",Dead,Southampton,3,Man,36,Adult,Male,7.89583333,349247,,General Labourer,3rd Class Passenger,3
"TURJA, Miss Anna Sofia",Alive,Southampton,3,Woman,18,Adult,Female,9.84166667,4138,15,,3rd Class Passenger,3
"TURKULA, Mrs Hedwig",Alive,Southampton,3,Woman,63,Adult,Female,9.5875,4134,15,,3rd Class Passenger,3
"TURLEY, Mr Richard",Dead,Belfast,Crew,Man,36,Adult,Male,,,,Fireman,Engineering Crew,E
"TURNER, Mr George Frederick",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Stenographer,Victualling Crew,V
"TURNER, Mr Leopold Olerenshaw",Dead,Belfast,Crew,Man,28,Adult,Male,,,[23],Saloon Steward (1st class),Victualling Crew,V
"TURPIN, Mr William John",Dead,Southampton,2,Man,29,Adult,Male,21,11668,,Carpenter / Joiner,2nd Class Passenger,2
"TURPIN, Mrs Dorothy Ann",Dead,Southampton,2,Woman,26,Adult,Female,21,11668,,Housewife,2nd Class Passenger,2
"TURVEY, Mr Charles Thomas",Dead,Southampton,Crew,Man,17,Adult,Male,,,,Page Boy,Restaurant Staff,R
"URBINI, Sig. Roberto",Dead,Southampton,Crew,Man,20,Adult,Male,,,,Waiter,Restaurant Staff,R
"URUCHURTU, Don. Manuel Ramirez",Dead,Cherbourg,1,Man,39,Adult,Male,27.7208333,17601,,Lawyer,1st Class Passenger,1
"VALVASSORI, Sig. Ettore Luigi",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Waiter,Restaurant Staff,R
"VAN BILLIARD, Master James William",Dead,Southampton,3,Child,10,Child,Male,14.5,851,,,3rd Class Passenger,3
"VAN BILLIARD, Master Walter John",Dead,Southampton,3,Child,9,Child,Male,14.5,851,[1],,3rd Class Passenger,3
"VAN BILLIARD, Mr Austin Blyler",Dead,Southampton,3,Man,35,Adult,Male,14.5,851,[255],,3rd Class Passenger,3
"VAN DE VELDE, Mr Johannes Josef",Dead,Southampton,3,Man,35,Adult,Male,9.5,345780,,Farmer,3rd Class Passenger,3
"VAN DEN STEEN, Mr Leo Peter",Dead,Southampton,3,Man,28,Adult,Male,9.5,345783,,Farmer,3rd Class Passenger,3
"VAN DER BRUGGE, Mr Wessel Adrianus",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Fireman,Engineering Crew,E
"VAN DER HOEF, Mr Wyckoff",Dead,Belfast,1,Man,61,Adult,Male,33.5,111240,[245],Businessman,1st Class Passenger,1
"VAN IMPE, Miss Catharina",Dead,Southampton,3,Child,10,Child,Female,24.15,345773,,,3rd Class Passenger,3
"VAN IMPE, Mr Jean Baptiste",Dead,Southampton,3,Man,36,Adult,Male,24.15,345773,,Farmer,3rd Class Passenger,3
"VAN IMPE, Mrs Rosalie Paula",Dead,Southampton,3,Woman,30,Adult,Female,24.15,345773,,,3rd Class Passenger,3
"VAN MELCKEBEKE, Mr Philemon",Dead,Southampton,3,Man,23,Adult,Male,9.5,345777,,Farmer,3rd Class Passenger,3
"VANDERCRUYSSEN, Mr Victor",Dead,Southampton,3,Man,46,Adult,Male,9,345765,,Farmer,3rd Class Passenger,3
"VANDERPLANCKE, Miss Augusta Maria",Dead,Southampton,3,Woman,18,Adult,Female,18,345764,,Servant,3rd Class Passenger,3
"VANDERPLANCKE, Mr Julius",Dead,Southampton,3,Man,31,Adult,Male,18,345763,,Farmer,3rd Class Passenger,3
"VANDERPLANCKE, Mr Leo Edmondus",Dead,Southampton,3,Man,15,Adult,Male,18,345763,,Farm Labourer,3rd Class Passenger,3
"VANDERPLANCKE, Mrs Emelie Maria",Dead,Southampton,3,Woman,31,Adult,Female,18,345763,,,3rd Class Passenger,3
"VANDEWALLE, Mr Nestor Cyriel",Dead,Southampton,3,Man,28,Adult,Male,9.5,345770,,Merchant,3rd Class Passenger,3
"VARTANIAN, Mr David",Alive,Cherbourg,3,Man,22,Adult,Male,7.225,2658,13,,3rd Class Passenger,3
"VEAL, Mr Arthur",Dead,Southampton,Crew,Man,36,Adult,Male,,,,Greaser,Engineering Crew,E
"VEAL, Mr James",Dead,Southampton,2,Man,40,Adult,Male,13,28221,,,2nd Class Passenger,2
"VEAL, Mr Thomas Henry Edom",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"VEAR, Mr Henry",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Fireman,Engineering Crew,E
"VEAR, Mr William",Dead,Southampton,Crew,Man,33,Adult,Male,,,[59],Fireman,Engineering Crew,E
"VENDEL, Mr Olof Edvin",Dead,Southampton,3,Man,20,Adult,Male,7.85416667,350416,,General Labourer,3rd Class Passenger,3
"VESTRM, Miss Hulda Amanda Adolfina",Dead,Southampton,3,Child,14,Child,Female,7.85416667,350406,,Servant,3rd Class Passenger,3
"VICAT, Sig. Alphonse Jean Eugene",Dead,Southampton,Crew,Man,21,Adult,Male,,,,Cook,Restaurant Staff,R
"VIGOTT, Mr Philip Francis",Alive,Southampton,Crew,Man,32,Adult,Male,,,13,Able Seaman,Deck Crew,D
"VILLVARLANGE, Mr Pierre Lon Gabriel",Dead,Southampton,Crew,Man,19,Adult,Male,,,,Assistant Soup Cook,Restaurant Staff,R
"VINE, Mr Herbert Thomas Gordon",Dead,Southampton,Crew,Man,18,Adult,Male,,,,Assistant Restaurant Controller,Restaurant Staff,R
"VIONI, Sig. Roberto",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Waiter,Restaurant Staff,R
"VOEGELIN-DUBACH, Sig. Johannes",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Waiter,Restaurant Staff,R
"VOVK, Mr Janko",Dead,Southampton,3,Man,21,Adult,Male,7.89583333,349252,,General Labourer,3rd Class Passenger,3
"WAELENS, Mr Achille",Dead,Southampton,3,Man,22,Adult,Male,9,345767,[140],Farm Labourer,3rd Class Passenger,3
"WAKE, Mr Percy",Dead,Southampton,Crew,Man,37,Adult,Male,,,,Assistant baker,Victualling Crew,V
"WALKER, Mr William Anderson",Dead,Southampton,1,Man,48,Adult,Male,34,36967,,,1st Class Passenger,1
"WALLCROFT, Miss Ellen 'Nellie'",Alive,Southampton,2,Woman,36,Adult,Female,21,13528,14,Cook,2nd Class Passenger,2
"WALLIS, Mrs Catherine Jane",Dead,Southampton,Crew,Woman,35,Adult,Female,,,,Matron,Victualling Crew,V
"WALPOLE, Mr James",Dead,Belfast,Crew,Man,48,Adult,Male,,,,Chief Pantryman Steward,Victualling Crew,V
"WALSH, Miss Catherine",Dead,Southampton,Crew,Woman,32,Adult,Female,,,,Stewardess,Victualling Crew,V
"WARD, Miss Annie Moore",Alive,Cherbourg,1,Woman,35,Adult,Female,512.329167,17755,3,Personal Maid,1st Class PassengerServant,1
"WARD, Mr Arthur",Dead,Belfast,Crew,Man,24,Adult,Male,,,,Junior Assistant 4th. Engineer,Engineering Crew,E
"WARD, Mr Edward",Dead,Belfast,Crew,Man,34,Adult,Male,,,,Bed Room Steward,Victualling Crew,V
"WARD, Mr James William",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Leading Fireman,Engineering Crew,E
"WARD, Mr Percy Thomas",Dead,Belfast,Crew,Man,38,Adult,Male,,,,Bedroom Steward (1st Class),Victualling Crew,V
"WARD, Mr William",Alive,Southampton,Crew,Man,36,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"WARDNER, Mr Fred Albert",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Fireman,Engineering Crew,E
"WARE, Mr Frederick",Dead,Southampton,3,Man,34,Adult,Male,8.05,359309,,Motor Fitter,3rd Class Passenger,3
"WARE, Mr John James",Dead,Southampton,2,Man,45,Adult,Male,21,31352,,,2nd Class Passenger,2
"WARE, Mr William Jeffery",Dead,Southampton,2,Man,23,Adult,Male,10.5,28666,,,2nd Class Passenger,2
"WARE, Mrs Florence Louise",Alive,Southampton,2,Woman,31,Adult,Female,21,31352,10,,2nd Class Passenger,2
"WAREHAM, Mr Robert Arthur",Dead,Belfast,Crew,Man,37,Adult,Male,,,[246],Bed Room Steward,Victualling Crew,V
"WARREN, Mr Charles William",Dead,Southampton,3,Man,30,Adult,Male,7.55,49867,,Bricklayer,3rd Class Passenger,3
"WARREN, Mr Frank Manley",Dead,Cherbourg,1,Man,63,Adult,Male,75.25,110813,,,1st Class Passenger,1
"WARREN, Mrs Anna Sophia",Alive,Cherbourg,1,Woman,60,Adult,Female,75.25,110813,5,,1st Class Passenger,1
"WARWICK, Mr Tom",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"WATERIDGE, Mr Edward Lewis",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Fireman,Engineering Crew,E
"WATSON, Mr Ennis Hastings",Dead,Belfast,2,Man,19,Adult,Male,0,239856,,Apprentice Electrician,2nd Class PassengerH&W Guarantee Group,2
"WATSON, Mr W.",Dead,Southampton,Crew,Man,27,Adult,Male,,,[158],Fireman,Engineering Crew,E
"WATSON, Mr William Albert",Dead,Southampton,Crew,Child,14,Child,Male,,,,Bell Boy,Victualling Crew,V
"WATT, Miss Robertha Josephine",Alive,Southampton,2,Child,12,Child,Female,15.75,33595,9,,2nd Class Passenger,2
"WATT, Mrs Elizabeth",Alive,Southampton,2,Woman,40,Adult,Female,15.75,,9,,,2
"WATTS, Mr",Dead,Southampton,Crew,Man,36,Adult,Male,,,,Trimmer,Engineering Crew,E
"WAZLI, Mr Yousif Ahmed",Dead,Cherbourg,3,Man,23,Adult,Male,7.225,2647,,Farmer,3rd Class Passenger,3
"WEATHERSTON, Mr Thomas Herbert",Dead,Belfast,Crew,Man,24,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"WEBB, Mr Brooke Holding",Dead,Belfast,Crew,Man,50,Adult,Male,,,,Smoke Room Steward (1st class),Victualling Crew,V
"WEBB, Mr Samuel Francis",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Trimmer,Engineering Crew,E
"WEBBER, Miss Susan",Alive,Southampton,2,Woman,37,Adult,Female,13,27267,12,,2nd Class Passenger,2
"WEBBER, Mr Francis Albert",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Leading Fireman,Engineering Crew,E
"WEBBER, Mr James",Dead,Southampton,3,Man,66,Adult,Male,8.05,3101316,,Miner,3rd Class Passenger,3
"WEIKMAN, Mr Augustus Henry",Alive,Southampton,Crew,Man,52,Adult,Male,,,,Barber,Victualling Crew,V
"WEIR, Colonel John",Dead,Southampton,1,Man,59,Adult,Male,26.55,113800,,Military,1st Class Passenger,1
"WEISZ, Mr Lopold",Dead,Southampton,2,Man,37,Adult,Male,26,228414,[293],Stonemason and Carver,2nd Class Passenger,2
"WEISZ, Mrs Mathilde Franoise",Alive,Southampton,2,Woman,37,Adult,Female,26,228414,10,,2nd Class Passenger,2
"WELCH, Mr William Harold",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Cook,Victualling Crew,V
"WELLER, Mr William Clifford",Alive,Belfast,Crew,Man,30,Adult,Male,,,7,Able-bodied Seaman,Deck Crew,D
"WELLS, Master Ralph Lester",Alive,Southampton,2,Child,2,Child,Male,23,29103,14,,2nd Class Passenger,2
"WELLS, Miss Joan",Alive,Southampton,2,Child,4,Child,Female,23,29103,14,,2nd Class Passenger,2
"WELLS, Mrs Addie Dart",Alive,Southampton,2,Woman,29,Adult,Female,23,,14,,,2
"WENNERSTRM, Mr August",Alive,Southampton,3,Man,27,Adult,Male,7.79583333,350043,A,,3rd Class Passenger,3
"WEST, Miss Barbara Joyce",Alive,Southampton,2,Child,0.83,Child,Female,27.75,34651,10,,2nd Class Passenger,2
"WEST, Miss Constance Mirium",Alive,Southampton,2,Child,4,Child,Female,27.75,34651,10,,2nd Class Passenger,2
"WEST, Mr Edwy Arthur",Dead,Southampton,2,Man,36,Adult,Male,27.75,34651,,,2nd Class Passenger,2
"WEST, Mrs Ada Mary",Alive,Southampton,2,Woman,33,Adult,Female,27.75,34651,10,,2nd Class Passenger,2
"WHEADON, Mr Edward Henry",Dead,Southampton,2,Man,65,Adult,Male,10.5,,,Farmer,,2
"WHEAT, Mr Joseph Thomas",Alive,Belfast,Crew,Man,30,Adult,Male,,,11,Assistant Second Steward,Victualling Crew,V
"WHEELER, Mr Edwin Charles",Dead,Southampton,2,Man,24,Adult,Male,12.875,2159,,Servant,2nd Class PassengerServant,2
"WHEELTON, Mr Edneser Edward",Alive,Belfast,Crew,Man,29,Adult,Male,,,11,Saloon Steward (1st class),Victualling Crew,V
"WHILEMS, Mr Charles",Alive,Southampton,2,Man,31,Adult,Male,13,,9,Factory Foreman,,2
"WHITE, Mr Albert",Dead,Southampton,Crew,Man,21,Adult,Male,,,,Trimmer,Engineering Crew,E
"WHITE, Mr Alfred",Alive,Southampton,Crew,Man,32,Adult,Male,,,4,Greaser,Engineering Crew,E
"WHITE, Mr Arthur",Dead,Southampton,Crew,Man,37,Adult,Male,,,[247],Assistant Barber (1st Class),Victualling Crew,V
"WHITE, Mr Edward Joseph",Dead,Southampton,Crew,Man,27,Adult,Male,,,[272],Glory hole steward (3rd class),Victualling Crew,V
"WHITE, Mr Frank Leonard",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Trimmer,Engineering Crew,E
"WHITE, Mr Leonard Lisle Oliver",Dead,Belfast,Crew,Man,31,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"WHITE, Mr Percival Wayland",Dead,Southampton,1,Man,54,Adult,Male,77.2875,35281,,Manufacturer,1st Class Passenger,1
"WHITE, Mr Richard Frasar",Dead,Southampton,1,Man,21,Adult,Male,77.2875,35281,[169],,1st Class Passenger,1
"WHITE, Mr William George",Alive,Southampton,Crew,Man,23,Adult,Male,,,15,Trimmer,Engineering Crew,E
"WHITE, Mrs Ella",Alive,Cherbourg,1,Woman,55,Adult,Female,135.633333,17760,8,,1st Class Passenger,1
"WHITELEY, Mr Thomas Arthur",Alive,Southampton,Crew,Man,18,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"WHITFORD, Mr Alfred Henry",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"WICK, Col. George Dennick",Dead,Southampton,1,Man,57,Adult,Male,164.866667,36928,,,,1
"WICK, Miss Mary Natalie",Alive,Southampton,1,Woman,31,Adult,Female,164.866667,36928,8,,1st Class Passenger,1
"WICK, Mrs Mary Peebles",Alive,Southampton,1,Woman,45,Adult,Female,164.866667,36928,8,,,1
"WIDEGREN, Mr Carl / Charles Peter",Dead,Southampton,3,Man,51,Adult,Male,7.75,347064,,General Labourer,3rd Class Passenger,3
"WIDENER, Mr George Dunton",Dead,Southampton,1,Man,50,Adult,Male,211.5,113503,,Banker,1st Class Passenger,1
"WIDENER, Mr Harry Elkins",Dead,Southampton,1,Man,27,Adult,Male,211.5,113503,,Bibliophile,1st Class Passenger,1
"WIDENER, Mrs Eleanor",Alive,Southampton,1,Woman,50,Adult,Female,211.5,113503,4,,1st Class Passenger,1
"WIDGERY, Mr James George",Alive,Southampton,Crew,Man,37,Adult,Male,,,,Bath Steward,Victualling Crew,V
"WIKLUND, Mr Jakob Alfred",Dead,Southampton,3,Man,18,Adult,Male,6.49583333,3101267,[314],General Labourer,3rd Class Passenger,3
"WIKLUND, Mr Karl Johan",Dead,Southampton,3,Man,21,Adult,Male,6.49583333,3101266,,General Labourer,3rd Class Passenger,3
"WILDE, Mr Henry Tingle",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Chief Officer,Deck CrewTitanic Officers,D
"WILKES, Mrs Ellen",Alive,Southampton,3,Woman,47,Adult,Female,7,363272,16,,3rd Class Passenger,3
"WILKINSON, Mrs Elizabeth Anne",Alive,Southampton,2,Woman,35,Adult,Female,26,2926,16,,2nd Class Passenger,2
"WILLARD, Miss Constance",Alive,Southampton,1,Woman,21,Adult,Female,26.55,113795,8,,1st Class Passenger,1
"WILLER, Mr Aaron",Dead,Cherbourg,3,Man,37,Adult,Male,8.7125,3410,,,3rd Class Passenger,3
"WILLEY, Mr Edward",Dead,Southampton,3,Man,18,Adult,Male,7.55,751,,Farm Labourer,3rd Class Passenger,3
"WILLIAMS, Mr Arthur John",Dead,Southampton,Crew,Man,42,Adult,Male,,,,Storekeeper (1st Class),Victualling Crew,V
"WILLIAMS, Mr Charles Duane",Dead,Cherbourg,1,Man,51,Adult,Male,61.3791667,17597,,Lawyer,1st Class Passenger,1
"WILLIAMS, Mr Charles Eugene",Alive,Southampton,2,Man,23,Adult,Male,13,244373,14,Sportsman,2nd Class Passenger,2
"WILLIAMS, Mr Fletcher Fellowes Lambert",Dead,Southampton,1,Man,43,Adult,Male,35,113510,,Businessman,1st Class Passenger,1
"WILLIAMS, Mr Howard Hugh Harry",Dead,Southampton,3,Man,28,Adult,Male,8.05,,,Carman,,3
"WILLIAMS, Mr Leslie",Dead,Southampton,3,Man,28,Adult,Male,16.1,54636,[14],Pugilist,3rd Class Passenger,3
"WILLIAMS, Mr Richard Norris II",Alive,Cherbourg,1,Man,21,Adult,Male,61.3791667,17597,A,Sportsman,1st Class Passenger,1
"WILLIAMS, Mr Samuel Solomon",Dead,Southampton,Crew,Man,26,Adult,Male,,,,Fireman,Engineering Crew,E
"WILLIAMS, Mr Walter John",Alive,Southampton,Crew,Man,28,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V
"WILLIAMSON, Mr James Bertram",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Postal Clerk / Postman,Victualling CrewPostal Clerk,V
"WILLIS, Mr William",Dead,Southampton,Crew,Man,46,Adult,Male,,,,3rd Class Packer Steward,Victualling Crew,V
"WILLSHER, Mr William Aubrey",Dead,Southampton,Crew,Man,33,Adult,Male,,,,Butcher,Victualling Crew,V
"WILSON, Miss Helen Alice",Alive,Cherbourg,1,Woman,31,Adult,Female,134.5,16966,3,Personal Maid,1st Class PassengerServant,1
"WILSON, Mr Herbert 'Bertie'",Dead,Belfast,Crew,Man,28,Adult,Male,,,,Senior Assistant 2nd Engineer,Engineering Crew,E
"WILTON, Mr William Edward",Dead,Southampton,Crew,Man,53,Adult,Male,,,,Trimmer,Engineering Crew,E
"WINDEBANK, Mr Alfred Edgar",Alive,Southampton,Crew,Man,38,Adult,Male,,,13,Cook,Victualling Crew,V
"WINDELV, Mr Einar",Dead,Southampton,3,Man,21,Adult,Male,7.25,3101317,,Dairy Worker,3rd Class Passenger,3
"WINSER, Mr Rowland",Dead,Southampton,Crew,Man,33,Adult,Male,,,,Steward,Victualling Crew,V
"WIRZ, Mr Albert",Dead,Southampton,3,Man,27,Adult,Male,8.6625,315154,[131],Farmer,3rd Class Passenger,3
"WISEMAN, Mr Philippe",Dead,Southampton,3,Man,54,Adult,Male,7.25,34244,,Merchant,3rd Class Passenger,3
"WITCHER, Mr Albert Ernest",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Fireman,Engineering Crew,E
"WITT, Mr Henry Dennis",Dead,Southampton,Crew,Man,37,Adult,Male,,,,Fireman,Engineering Crew,E
"WITTER, Mr James William Cheetham",Alive,Southampton,Crew,Man,31,Adult,Male,,,,Smoke Room Steward,Victualling Crew,V
"WITTEVRONGEL, Mr Camilius Aloysius",Dead,Southampton,3,Man,36,Adult,Male,9.5,345771,,Farmer,3rd Class Passenger,3
"WITTMAN, Mr Henry",Dead,Southampton,Crew,Man,38,Adult,Male,,,[315],Bathroom Steward (1st Class),Victualling Crew,V
"WOOD, Mr Henry",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Trimmer,Engineering Crew,E
"WOOD, Mr James Thomas",Dead,Southampton,Crew,Man,40,Adult,Male,,,,Assistant Saloon Steward,Victualling Crew,V
"WOODFORD, Mr Frederick Ernest",Dead,Southampton,Crew,Man,40,Adult,Male,,,[163],Greaser,Engineering Crew,E
"WOODWARD, Mr John Wesley",Dead,Southampton,2,Man,32,Adult,Male,0,250654,,Musician,2nd Class PassengerMusician,2
"WOODY, Mr Oscar Scott",Dead,Southampton,Crew,Man,44,Adult,Male,,,[167],Postal Clerk / Postman,Victualling CrewPostal Clerk,V
"WOOLNER, Mr Hugh",Alive,Southampton,1,Man,45,Adult,Male,35.5,19947,D,Businessman,1st Class Passenger,1
