total_cup_points,species,owner,country_of_origin,farm_name,mill,company,altitude,region,producer,in_country_partner,harvest_year,grading_date,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
79.67,Arabica,juan luis alvarado romero,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,Asociacion Nacional Del Café,2013,"June 27th, 2013",Bourbon,Washed / Wet,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,0.11,0,0,Green,6,"June 27th, 2014",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
79.67,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,AMECAFE,2013,"March 29th, 2013",Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,0.12,0,0,Green,6,"March 29th, 2014",AMECAFE,m,1400,1400,1400
79.67,Arabica,saul m. hernandez ramirez,Mexico,el encinal,en el progreso,NA,975,"tenango de doria, hidalgo","GOMEZ GRANILLO, VERONICO",AMECAFE,2012,"September 27th, 2012",Caturra,Washed / Wet,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,0.13,5,0,None,6,"September 27th, 2013",AMECAFE,m,975,975,975
79.67,Arabica,alfredo bojalil,Mexico,consolapa,NA,ecomtrading,1264,"coatepec, coatepec",CECILIA AVILA CAMBEROS,AMECAFE,2012,"June 4th, 2012",Mundo Novo,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,0,0,0,NA,9,"June 4th, 2013",AMECAFE,m,1264,1264,1264
79.67,Arabica,doi tung development project,Thailand,doi tung development project,NA,NA,NA,NA,Doi Tung Development Project,Specialty Coffee Association,NA,"April 9th, 2010",Peaberry,NA,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,0,1,0,NA,0,"April 9th, 2011",Specialty Coffee Association,m,NA,NA,NA
79.58,Arabica,obed rendon ponce,Mexico,tepetzingo,monte blanco,cafetera el grande s.a. de c.v.,1250,tepetzingo,ROGELIO JACOME MORALES,AMECAFE,2012,"September 17th, 2012",Typica,Washed / Wet,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,0.12,0,0,None,11,"September 17th, 2013",AMECAFE,m,1250,1250,1250
79.58,Arabica,armando luis pohlenz martinez,Mexico,NA,finca custepec,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,AMECAFE,2012,"August 30th, 2012",Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,0.13,0,0,Green,5,"August 30th, 2013",AMECAFE,m,1550,1550,1550
79.58,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora bonanza - armenia quindioa,NA,1800 msnm,huila,NA,Almacafé,4T/10,"February 9th, 2011",NA,NA,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,0.1,0,0,NA,4,"February 9th, 2012",Almacafé,m,1800,1800,1800
79.58,Arabica,carl walker,Guatemala,la igualdad,concepcion,NA,3500 - 5200 feet,"chuva, san marcos",Federico Weller,Specialty Coffee Association,2009/2010,"January 13th, 2011",NA,NA,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,0.17,1,0,NA,19,"January 13th, 2012",Specialty Coffee Association,ft,1066.8,1584.96,1325.88
79.5,Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,NA,cooperativa el gorrion r.l,1050,jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,Asociación de Cafés Especiales de Nicaragua,2015,"July 6th, 2015",Caturra,Natural / Dry,6.92,6.92,7,7.42,7.25,7,10,10,10,7,0.12,0,0,Green,6,"July 5th, 2016",Asociación de Cafés Especiales de Nicaragua,m,1050,1050,1050
79.5,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,su-zhen huang 黃素真,黑咖啡道咖啡,blossom valley宸嶧國際,700m公尺,nantou,張素真,Blossom Valley International,2014,"May 23rd, 2015",Typica,Natural / Dry,6.92,7,7.17,7,7.42,7,10,10,10,7,0,0,0,NA,1,"May 22nd, 2016",Blossom Valley International,m,700,700,700
79.5,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,1550 msnm,cundinamarca,NA,Almacafé,2013,"June 21st, 2013",Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,0,0,0,Green,2,"June 21st, 2014",Almacafé,m,1550,1550,1550
79.5,Arabica,armando luis pohlenz martinez,Mexico,NA,finca custepec,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,AMECAFE,2012,"August 1st, 2012",Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,0.12,1,0,Green,20,"August 1st, 2013",AMECAFE,m,1550,1550,1550
79.5,Arabica,mario jose fernandez,Mexico,casa blanca,NA,NA,1100,"coatepec, coatepec",MARIA DE LA LUZ SANCHEZ TODD,AMECAFE,2012,"July 11th, 2012",Typica,Washed / Wet,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,0.12,0,0,Bluish-Green,5,"July 11th, 2013",AMECAFE,m,1100,1100,1100
79.42,Arabica,juan luis alvarado romero,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",4000 p.s.n.m.,oriente,AMILCAR LAPOLA,Asociacion Nacional Del Café,2013,"May 13th, 2014",Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,0.1,0,0,Green,2,"May 13th, 2015",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
79.42,Arabica,juan luis alvarado romero,Guatemala,various,las americas,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,Asociacion Nacional Del Café,2014,"March 31st, 2014",Other,Washed / Wet,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,0.1,1,0,Green,4,"March 31st, 2015",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
79.42,Arabica,adriana torres rico quevedo,Mexico,cre-leg l-4,cre-leg beneficio,cafessisimo compañia s.a. de c.v.,800,xicotepec de juarez,ADRIANA TORRES RICO QUEVEDO,AMECAFE,2012,"September 11th, 2012",Typica,Washed / Wet,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,0.13,0,0,Green,30,"September 11th, 2013",AMECAFE,m,800,800,800
79.33,Arabica,rre kunene,Cote d?Ivoire,cnra station of divo,cnra station of divo,royal 1750 coffee,200,cnra station of divo,CNRA,Specialty Coffee Association,2016,"June 6th, 2017",NA,Washed / Wet,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,0.13,1,0,Bluish-Green,2,"June 6th, 2018",Specialty Coffee Association,m,200,200,200
79.33,Arabica,the coffee source inc.,Colombia,several,spot,the coffee source inc.,1200,pereira,Spot,Specialty Coffee Association,2013,"January 8th, 2014",Caturra,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,0,0,0,Green,3,"January 8th, 2015",Specialty Coffee Association,m,1200,1200,1200
79.33,Arabica,eric jesus cordoba arroyo,Mexico,el encanto,"el olvido, zentla, veracruz",NA,950,zentla,ERIC JESUS CORDOBA ARROYO,AMECAFE,2012,"September 17th, 2012",Typica,Washed / Wet,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,0.14,0,0,None,23,"September 17th, 2013",AMECAFE,m,950,950,950
79.33,Arabica,eric jesus cordoba arroyo,Mexico,la gloria,"el olvido, zentla, veracruz",NA,750,zentla,ANTONIO CORDOBA MURILLO,AMECAFE,2012,"September 10th, 2012",Typica,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,0.14,0,0,Green,19,"September 10th, 2013",AMECAFE,m,750,750,750
79.33,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",NA,oriente,Conquista/ Morito,Asociacion Nacional Del Café,2012,"January 13th, 2012",Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,0.11,0,0,Green,6,"January 12th, 2013",Asociacion Nacional Del Café,m,NA,NA,NA
79.25,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishencun coffee farm百勝村咖啡莊園,baishengcun coffee 百勝村咖啡莊園,"red on tree co., ltd.",850,natou county,WU SHU YI 巫叔憶,Specialty Coffee Association,2014,"November 7th, 2014",Typica,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,0.11,0,0,Blue-Green,0,"November 7th, 2015",Specialty Coffee Association,m,850,850,850
79.25,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,cafes de naranjal s.a. de c.v.,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,AMECAFE,2012,"September 10th, 2012",Bourbon,Washed / Wet,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,0.13,0,0,Green,10,"September 10th, 2013",AMECAFE,m,1000,1000,1000
79.17,Arabica,juan luis alvarado romero,Guatemala,las delicias,beneficio ixchel,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,0.1,0,0,Green,0,"August 22nd, 2018",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
79.17,Arabica,janny marlith torres,Honduras,la bendicion,dry in solar beds,coffee planet corporation s.a,1650,ocotepeque,Jorge Alfredo Pinto,Instituto Hondureño del Café,2017,"July 27th, 2017",Catuai,Washed / Wet,7.58,7,6.75,6.92,7,6.92,10,10,10,7,0.11,0,0,Green,5,"July 27th, 2018",Instituto Hondureño del Café,m,1650,1650,1650
79.17,Arabica,juan luis alvarado romero,Guatemala,chapultepec,beneficio ixchel,"unex guatemala, s.a.",1320,occidente,CHAPULTEPEC,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Bourbon,Washed / Wet,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,0.11,0,8,Green,6,"May 23rd, 2017",Asociacion Nacional Del Café,m,1320,1320,1320
79.17,Arabica,juan luis alvarado romero,Guatemala,el chile,la conquista,mercon guatemala s.a.,1300 a 1800 metros sobre el nivel del mar,nuevo oriente,OVIDIO CARDONA,Asociacion Nacional Del Café,2015,"June 30th, 2015",Catuai,Washed / Wet,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,0.11,0,0,Green,6,"June 29th, 2016",Asociacion Nacional Del Café,m,1300,1800,1550
79.17,Arabica,brent hall,Costa Rica,NA,NA,s&d coffee and tea,NA,san rafael,NA,Specialty Coffee Association,2012,"December 10th, 2013",Catuai,Washed / Wet,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,0.1,5,0,None,20,"December 10th, 2014",Specialty Coffee Association,m,NA,NA,NA
79.17,Arabica,israel eduardo paz garcia,Mexico,la tejeria,la tejeria,cafeorganico.mx,1550,zaragoza itundujia,HILARIO GARCÍA SANDOVAL,AMECAFE,2012,"September 13th, 2012",Typica,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,0.14,0,0,None,8,"September 13th, 2013",AMECAFE,m,1550,1550,1550
79.17,Arabica,julio cesar robles flores,Mexico,el delirio,"yajalon, chiapas",NA,1450,yajalon,SOCIEADAD COOPERATIVA INDUSTRIAL CAFES YAJALON S. C. L.,AMECAFE,2012,"August 30th, 2012",Typica,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,0.14,0,0,Green,34,"August 30th, 2013",AMECAFE,m,1450,1450,1450
79.17,Arabica,masamichi hiroike,Mexico,various,various smallholders' wet mills,NA,1200 m,"pluma hidalogo, oaxaca",Various smallholders,Specialty Coffee Association,08/09 crop,"April 9th, 2010",Typica,NA,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,0.01,0,0,NA,8,"April 9th, 2011",Specialty Coffee Association,m,1200,1200,1200
79.08,Arabica,juan luis alvarado romero,Guatemala,las merceditas,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Bourbon,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,0.1,0,0,Green,1,"August 23rd, 2018",Asociacion Nacional Del Café,m,1700,1700,1700
79.08,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,hacienda alto grande,"hacienda alto grande, llc.",2800 ft,yauco region,Hacienda Alto Grande,Specialty Coffee Association,2013,"June 9th, 2014",Other,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,0.13,0,0,Green,0,"June 9th, 2015",Specialty Coffee Association,ft,853.44,853.44,853.44
79.08,Arabica,israel eduardo paz garcia,Mexico,huanacaxtle,"zaragoza itundujia, oaxaca",cafeorganico.mx,1500,zaragoza itundujia,GUADALUPE HERAS HERNANDEZ,AMECAFE,2012,"September 13th, 2012",Typica,Washed / Wet,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,0.16,0,0,None,2,"September 13th, 2013",AMECAFE,m,1500,1500,1500
79.08,Arabica,juana rodriguez gutierrez,Mexico,las palmas,"palo blanco, tlacuilotepec, puebla",productores e industrializadores de café orgánico la fe s.c. de r.l.,1100,tlacuilotepec,JUANA RODRIGUEZ GUTIERREZ,AMECAFE,2012,"September 12th, 2012",Mundo Novo,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,0.11,0,0,Green,45,"September 12th, 2013",AMECAFE,m,1100,1100,1100
79.08,Arabica,balbino ramirez flores,Mexico,el desmoronado,el desmoronado,NA,1200,talpa de allende,BALBINO RAMIREZ FLORES,AMECAFE,2012,"July 3rd, 2012",Typica,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,0.1,0,0,Bluish-Green,0,"July 3rd, 2013",AMECAFE,m,1200,1200,1200
79.08,Arabica,racafe & cia s.c.a,NA,NA,NA,NA,NA,NA,NA,Almacafé,NA,"March 1st, 2011",NA,NA,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25,0.1,0,0,NA,3,"February 29th, 2012",Almacafé,m,NA,NA,NA
79,Arabica,juan luis alvarado romero,Guatemala,various,las americas,outspan guatemala s.a.,4000,oriente,Varios,Asociacion Nacional Del Café,2014,"September 11th, 2014",Other,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,0.12,0,0,Green,3,"September 11th, 2015",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
79,Arabica,cafes finos de exportacion s de r.l.,Honduras,various,cafes finos de exportacion s. de r.l.,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,Instituto Hondureño del Café,2014,"April 26th, 2014",Pacas,Washed / Wet,7,7,7,7,7,7,10,10,10,7,0.11,0,0,Green,12,"April 26th, 2015",Instituto Hondureño del Café,m,1350,1350,1350
79,Arabica,sustainable harvest coffee,Peru,NA,NA,sustainable harvest,1400,san ignacio,Frontera,Specialty Coffee Association,2012,"January 8th, 2013",Typica,Washed / Wet,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,0,0,0,NA,4,"January 8th, 2014",Specialty Coffee Association,m,1400,1400,1400
79,Arabica,gonzalo de aquino flores,Mexico,NA,"iliatenco, guerrero",café monteabuelo s.a. de c.v.,1300,"iliatenco, guerrero",GONZALO DE AQUINO FLORES,AMECAFE,2012,"September 17th, 2012",Mundo Novo,Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,0.12,0,0,None,12,"September 17th, 2013",AMECAFE,m,1300,1300,1300
79,Arabica,israel eduardo paz garcia,Mexico,el sauce,"zaragoza itundujia, oaxaca",cafeorganico.mx,1550,zaragoza itundujia,JUAN CRUZ RIAÑO,AMECAFE,2012,"September 12th, 2012",Typica,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,0.14,3,0,Green,17,"September 12th, 2013",AMECAFE,m,1550,1550,1550
79,Arabica,juan avenamar rodriguez funez,Mexico,pico del oro,"el pacayal, amatenango de la frontera, chiapas",café pico de loro,12oo,amatenango de la frontera,JUAN AVENAMAR RODRIGUEZ FUNEZ,AMECAFE,2012,"August 30th, 2012",Typica,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,0.14,7,0,Green,38,"August 30th, 2013",AMECAFE,m,12,12,12
78.92,Arabica,alfredo bojalil,Mexico,santa teresa,amsa tuxtla,ecomtrading,1300,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,AMECAFE,2013,"March 12th, 2013",Typica,Washed / Wet,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,0.12,0,0,Green,8,"March 12th, 2014",AMECAFE,m,1300,1300,1300
78.92,Arabica,israel eduardo paz garcia,Mexico,la pandora,"zaragoza itundujia, oaxaca",cafeorganico.mx,1400,zaragoza itundujia,LUISA ZUÑIGA GARCÍA,AMECAFE,2012,"September 17th, 2012",Typica,Washed / Wet,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,0.16,0,0,None,0,"September 17th, 2013",AMECAFE,m,1400,1400,1400
78.83,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,beneficio atlantic condega,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez,Instituto Hondureño del Café,2016,"May 22nd, 2017",Caturra,Other,7.17,7,6.92,7,7,7,10,10,10,6.75,0.1,0,2,Green,4,"May 22nd, 2018",Instituto Hondureño del Café,m,1100,1100,1100
78.75,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona pacific farmers cooperative,NA,kona,NA,Specialty Coffee Association,2013,"January 17th, 2014",NA,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,0.12,5,0,Green,8,"January 17th, 2015",Specialty Coffee Association,ft,NA,NA,NA
78.75,Arabica,juan luis alvarado romero,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,Asociacion Nacional Del Café,2013,"July 5th, 2013",Bourbon,Washed / Wet,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,0.12,1,0,Green,8,"July 5th, 2014",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
78.75,Arabica,octavio augusto diaz trejo,Mexico,"la patrona, el trebol, la cadena","tlavictepan, huatusco",empagri s.p.r. de r.l. de c.v.,1320,veracruz,"JOSE VAZQUEZ CANTON, JOSE ANTONIO JIMENEZ GONZALEZ, IRENEO GARCIA VALDIVIA",AMECAFE,2012,"August 1st, 2012",Typica,Washed / Wet,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,0.14,0,0,Green,0,"August 1st, 2013",AMECAFE,m,1320,1320,1320
78.75,Arabica,damaso martinez perez,Mexico,el tesoro,el tesoro,NA,1250,veracruz,DAMASO MARTINEZ PEREZ,AMECAFE,2012,"July 16th, 2012",Typica,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,0.14,0,0,None,0,"July 16th, 2013",AMECAFE,m,1250,1250,1250
78.75,Arabica,"productores de especialidad emiliano zapeata, spr.",Mexico,los encinos,NA,NA,1350,"ohuapan, tlaltetela","PEDRO HERRERA GUZMAN, AURELIO GABRIEL HERNANDEZ ,MARIA DE LOURDES DERISTAIN TRESS",AMECAFE,2012,"June 6th, 2012",Bourbon,Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,0.12,0,0,NA,0,"June 6th, 2013",AMECAFE,m,1350,1350,1350
78.67,Arabica,adam ciruli ye,China,alicia's farm,yunnan louis herbs r&d center,yunnan louis herbs r& d center,1850,yunnan,Yunnan Louis Herbs R&D Center,Specialty Coffee Association,2013,"April 26th, 2014",Typica,Washed / Wet,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,0,0,0,Green,5,"April 26th, 2015",Specialty Coffee Association,m,1850,1850,1850
78.67,Arabica,juan garcia hernandez,Mexico,los pinos,los pinoslos pinos,NA,1150,yecuatla,JUAN GARCIA HERNANDEZ,AMECAFE,2012,"September 17th, 2012",Caturra,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,0.13,0,0,None,2,"September 17th, 2013",AMECAFE,m,1150,1150,1150
78.58,Arabica,"exportadora atlantic, s.a.",Nicaragua,los saltarines,beneficio atlantic condega,exportadora atlantic s.a,NA,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,Instituto Hondureño del Café,2016,"February 17th, 2016",NA,NA,7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,0.1,1,5,Green,7,"February 16th, 2017",Instituto Hondureño del Café,m,NA,NA,NA
78.58,Arabica,"exportadora atlantic, s.a.",Nicaragua,NA,NA,exportadora atlantic s.a,NA,NA,NA,Asociación de Cafés Especiales de Nicaragua,2014,"March 28th, 2015",NA,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,0.11,1,0,Green,1,"March 27th, 2016",Asociación de Cafés Especiales de Nicaragua,m,NA,NA,NA
78.58,Arabica,juan luis alvarado romero,Guatemala,various,las americas,outspan guatemala s.a.,4000 psnm,oriente,VARIOS,Asociacion Nacional Del Café,2014,"September 4th, 2014",Other,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,0.12,0,0,Green,3,"September 4th, 2015",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
78.58,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,kan tou mountain coffee 崁頭山咖啡館,"red on tree co., ltd.",800m,"dongshan dist., tainan city 臺南市東山區",GUO JIUN HUNG 郭俊宏 & TSENG RU FENG 曾如楓,Specialty Coffee Association,2013,"July 22nd, 2014",Typica,Washed / Wet,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,0.1,0,0,Green,0,"July 22nd, 2015",Specialty Coffee Association,m,800,800,800
78.58,Arabica,alfredo bojalil,Mexico,grapos el porvenir,agroindustrias unidas de mexico,ecomtrading,1400,tapachula,EPIFANIO GARCIA DE MIGUEL,AMECAFE,2012,"July 26th, 2012",Typica,Washed / Wet,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,0.13,0,0,Green,1,"July 26th, 2013",AMECAFE,m,1400,1400,1400
78.58,Arabica,organizaciones de productores de cafe colimense,Mexico,cofradia,beneficio de cafetaleros el remudadero s.p.r. de r.l.,organizaciones de productores de cafe colimense sa de cv,1300,cofradia de suchitlan,"J. CARMEN GUZMAN CONCEPCION, IGNACIO RAMIREZ BARAJAS, DIONICIO GARCIA RAMIREZ",AMECAFE,2012,"July 2nd, 2012",Typica,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,0.1,0,0,NA,1,"July 2nd, 2013",AMECAFE,m,1300,1300,1300
78.58,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona farms,NA,NA,NA,kona,NA,Specialty Coffee Association,NA,"June 21st, 2011",NA,NA,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,0,0,0,NA,0,"June 20th, 2012",Specialty Coffee Association,ft,NA,NA,NA
78.5,Arabica,kurt kappeli,Mexico,various,beneficio san fernando,unión de ejidos san fernando,1600 meters,"sierra, chiapas",Various small producers,Specialty Coffee Association,2014,"April 26th, 2014",Bourbon,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,0,0,0,Green,0,"April 26th, 2015",Specialty Coffee Association,m,1600,1600,1600
78.5,Arabica,rosario miguel hernandez,Mexico,finca sego,"villa talea de castro, oaxaca",villa talea café,1400,villa talea de castro,REYNALDO OLIVERA RIOS,AMECAFE,2012,"September 14th, 2012",Typica,Washed / Wet,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,0.12,0,0,None,14,"September 14th, 2013",AMECAFE,m,1400,1400,1400
78.5,Arabica,francisco ruiz nunez,Mexico,cerca de los angeles,beneficio seco de cafe de la soc. coop. tzotzilotic tzobolotic scl,NA,1200,los angeles,FRANCISCO RUIZ NUÑEZ,AMECAFE,2012,"July 26th, 2012",Caturra,Washed / Wet,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,0.13,1,0,Green,3,"July 26th, 2013",AMECAFE,m,1200,1200,1200
78.42,Arabica,bourbon specialty coffees,Brazil,santa maria,NA,bourbon specialty coffees,NA,monte carmelo,Manoel Cardoso and Galileo Cardoso,Brazil Specialty Coffee Association,2014/2015,"December 16th, 2014",Catuai,Natural / Dry,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,0.12,3,0,Green,4,"December 16th, 2015",Brazil Specialty Coffee Association,m,NA,NA,NA
78.42,Arabica,israel eduardo paz garcia,Mexico,el naranjo,"zaragoza itundujia, oaxaca",cafeorganico.mx,1500,zaragoza itundujia,LAMBERTO JOSÉ GARCÍA,AMECAFE,2012,"September 14th, 2012",Typica,Washed / Wet,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,0.14,0,0,None,0,"September 14th, 2013",AMECAFE,m,1500,1500,1500
78.33,Arabica,eileen koyanagi,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,kona,NA,Specialty Coffee Association,2014,"March 19th, 2014",Hawaiian Kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,0.1,0,0,Bluish-Green,0,"March 19th, 2015",Specialty Coffee Association,ft,NA,NA,NA
